OTU	isolate	Genus	lable	percentage_identity	alignment_length
JF151822.1.1381	Gemella_morbillorum_27098_8_92	Gemella	Gemella spp. 27098_8_92	99.517	207
HQ772831.1.1469	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.034	207
KF091161.1.1340	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ449923.1.1419	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
DQ800306.1.1420	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ448765.1.1428	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JF241933.1.1379	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JF238475.1.1371	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
FJ557390.1.1415	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
KP294708.1.1205	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
HK694112.1.1352	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
KF098551.1.1382	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
KF090175.1.1379	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ449953.1.1392	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ452498.1.1373	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
HQ788134.1.1479	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.034	207
JF191903.1.1373	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
0a28ffb842686552c553ac58fee3c78bddfeebdd	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	96.135	207
AY923139.1.1566	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ449859.1.1409	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.034	207
JQ448944.1.1425	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.034	207
JF014066.1.1376	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	98.551	207
JQ448461.1.1433	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	100	207
JN713253.1.1547	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	97.101	207
JQ448850.1.1423	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JF151822.1.1381	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ449874.1.1429	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
KF098390.1.1371	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
CP014233.1448073.1449626	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	97.101	207
AUDW01000037.77.1612	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ448707.1.1432	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
AY923133.1.1569	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ449982.1.1414	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ448725.1.1428	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.034	207
LSDB01000018.49.1592	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	96.618	207
KF098544.1.1376	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
JQ468004.1.1422	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.517	207
717e247c49da0d67e760332256b399c21e2afe47	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	95.652	207
KF101876.1.1376	Gemella_sanguinis_20925_1_41	Gemella	Gemella sanguinis_ 20925_1_41	99.034	207
FJ557390.1.1415	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
DQ800306.1.1420	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ448707.1.1432	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
CP014233.1448073.1449626	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	97.101	207
JQ449923.1.1419	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
KF091161.1.1340	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JN713253.1.1547	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	97.101	207
AY923139.1.1566	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JF241933.1.1379	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
0a28ffb842686552c553ac58fee3c78bddfeebdd	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	96.135	207
JQ448765.1.1428	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
KP294708.1.1205	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
KF098551.1.1382	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JF238475.1.1371	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JF014066.1.1376	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	98.551	207
JQ449859.1.1409	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.034	207
JQ452498.1.1373	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
AY923133.1.1569	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ448461.1.1433	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	100	207
HK694112.1.1352	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ448944.1.1425	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.034	207
HQ788134.1.1479	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.034	207
JQ448725.1.1428	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.034	207
JQ449953.1.1392	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
HQ772831.1.1469	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.034	207
LSDB01000018.49.1592	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	96.618	207
JF191903.1.1373	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ449982.1.1414	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ449874.1.1429	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
AUDW01000037.77.1612	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
KF098390.1.1371	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
KF090175.1.1379	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
717e247c49da0d67e760332256b399c21e2afe47	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	95.652	207
KF098544.1.1376	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ468004.1.1422	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ448850.1.1423	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
KF101876.1.1376	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.034	207
JF151822.1.1381	Gemella_sanguinis_20925_1_65	Gemella	Gemella sanguinis 20925_1_65	99.517	207
JQ448707.1.1432	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
FJ557390.1.1415	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
KF091161.1.1340	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JF014066.1.1376	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	98.551	207
HK694112.1.1352	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
HQ772831.1.1469	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.034	207
JQ448765.1.1428	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
HQ788134.1.1479	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.034	207
AY923139.1.1566	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ452498.1.1373	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
KF098544.1.1376	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
KF090175.1.1379	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ448944.1.1425	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.034	207
JQ449859.1.1409	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.034	207
CP014233.1448073.1449626	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	97.101	207
0a28ffb842686552c553ac58fee3c78bddfeebdd	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	96.135	207
717e247c49da0d67e760332256b399c21e2afe47	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	95.652	207
JQ448850.1.1423	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JF238475.1.1371	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JF241933.1.1379	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ449953.1.1392	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
KP294708.1.1205	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
DQ800306.1.1420	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
LSDB01000018.49.1592	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	96.618	207
JF191903.1.1373	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ468004.1.1422	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ449923.1.1419	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ448461.1.1433	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	100	207
JQ449874.1.1429	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ448725.1.1428	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.034	207
AY923133.1.1569	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
KF101876.1.1376	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.034	207
AUDW01000037.77.1612	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
KF098551.1.1382	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
KF098390.1.1371	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JF151822.1.1381	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JQ449982.1.1414	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	99.517	207
JN713253.1.1547	Gemella_sanguinis_20925_1_66	Gemella	Gemella sanguinis 20925_1_66	97.101	207
DQ800306.1.1420	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ448461.1.1433	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	100	207
JQ448944.1.1425	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.034	207
JQ448707.1.1432	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
KP294708.1.1205	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ449859.1.1409	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.034	207
HK694112.1.1352	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ468004.1.1422	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
HQ788134.1.1479	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.034	207
FJ557390.1.1415	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
HQ772831.1.1469	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.034	207
JQ448765.1.1428	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
KF098551.1.1382	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
AY923133.1.1569	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
KF091161.1.1340	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JF241933.1.1379	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ452498.1.1373	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JN713253.1.1547	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	97.101	207
KF098544.1.1376	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
AY923139.1.1566	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ449982.1.1414	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ449953.1.1392	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ448725.1.1428	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.034	207
JF014066.1.1376	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	98.551	207
JQ449923.1.1419	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JF191903.1.1373	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
CP014233.1448073.1449626	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	97.101	207
717e247c49da0d67e760332256b399c21e2afe47	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	95.652	207
KF090175.1.1379	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
0a28ffb842686552c553ac58fee3c78bddfeebdd	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	96.135	207
AUDW01000037.77.1612	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JF238475.1.1371	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
KF101876.1.1376	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.034	207
LSDB01000018.49.1592	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	96.618	207
KF098390.1.1371	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ449874.1.1429	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JQ448850.1.1423	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
JF151822.1.1381	Gemella_sanguinis_27098_8_105	Gemella	Gemella sanguinis 27098_8_105	99.517	207
DQ800306.1.1420	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JF014066.1.1376	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	98.551	207
JQ448944.1.1425	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.034	207
JF238475.1.1371	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
HK694112.1.1352	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JQ449923.1.1419	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
KF098544.1.1376	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
0a28ffb842686552c553ac58fee3c78bddfeebdd	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	96.135	207
AY923133.1.1569	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
KP294708.1.1205	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JQ448707.1.1432	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
KF091161.1.1340	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
FJ557390.1.1415	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
AY923139.1.1566	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
AUDW01000037.77.1612	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JF241933.1.1379	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
HQ788134.1.1479	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.034	207
JQ449953.1.1392	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JQ449859.1.1409	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.034	207
JQ448765.1.1428	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JQ448725.1.1428	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.034	207
JF191903.1.1373	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
HQ772831.1.1469	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.034	207
JQ468004.1.1422	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JN713253.1.1547	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	97.101	207
JQ448461.1.1433	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	100	207
KF098551.1.1382	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JQ449982.1.1414	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
LSDB01000018.49.1592	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	96.618	207
KF090175.1.1379	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JQ452498.1.1373	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
KF101876.1.1376	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.034	207
CP014233.1448073.1449626	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	97.101	207
JQ449874.1.1429	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JQ448850.1.1423	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
717e247c49da0d67e760332256b399c21e2afe47	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	95.652	207
KF098390.1.1371	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
JF151822.1.1381	Gemella_sanguinis_27098_8_106	Gemella	Gemella sanguinis 27098_8_106	99.517	207
EF608535.1.1476	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	98.068	207
HK556245.2.1319	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.517	207
JF218731.1.1370	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.517	207
FJ975845.1.1376	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.034	207
0bc2bdeba69eea6708099b39e19ecf33b2c8d24a	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	96.618	207
KT582292.1.1469	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
JQ447714.1.1409	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.517	207
JF920335.1.1373	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	98.068	207
2277a70def52cfc79b6239f89ab8f2faa8adc48b	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	95.169	207
HM848910.1.1382	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
KF826018.1.1503	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
KF571465.1.1412	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
HE575979.1.1505	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.034	207
JQ459223.1.1414	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.517	207
cea60898e7850192e4e49edbf7651a96ec8d7e00	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	95.169	207
JF037988.1.1373	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.517	207
JQ451949.1.1356	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.517	207
2c7a8a45015585b51b79ee301aa009b0d90427ba	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	96.135	207
AB761306.1.1458	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
KX247009.1.1471	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.034	207
HK556244.2.1547	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
KY630654.1.1452	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	96.618	207
HG798417.1.1400	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
FN545385.1.1520	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	97.101	207
JQ448554.1.1421	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.517	207
DQ345464.1.1523	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	98.551	207
JF682390.1.1468	Granulicatella_adiacens_20925_1_19	Granulicatella	Granulicatella adiacens 20925_1_19	99.034	207
